"Span(""b'apomorphine'"", sentence=8025, chars=[379,389], words=[69,69])","Span(""b'dyskinesia'"", sentence=8025, chars=[56,65], words=[9,9])"
"Span(""b'lithium'"", sentence=10648, chars=[53,59], words=[9,9])","Span(""b'thyroid disease'"", sentence=10648, chars=[160,174], words=[32,33])"
"Span(""b'lithium'"", sentence=10651, chars=[93,99], words=[18,18])","Span(""b'bipolar disorder'"", sentence=10651, chars=[66,81], words=[15,16])"
"Span(""b'lithium'"", sentence=10655, chars=[137,143], words=[22,22])","Span(""b'thyroid illness'"", sentence=10655, chars=[55,69], words=[9,10])"
"Span(""b'lithium'"", sentence=10655, chars=[137,143], words=[22,22])","Span(""b'hypothyroidism'"", sentence=10655, chars=[96,109], words=[15,15])"
"Span(""b'lithium'"", sentence=10655, chars=[228,234], words=[38,38])","Span(""b'thyroid illness'"", sentence=10655, chars=[55,69], words=[9,10])"
"Span(""b'lithium'"", sentence=10655, chars=[228,234], words=[38,38])","Span(""b'hypothyroidism'"", sentence=10655, chars=[96,109], words=[15,15])"
"Span(""b'lithium'"", sentence=10660, chars=[99,105], words=[14,14])","Span(""b'thyroid illness'"", sentence=10660, chars=[22,36], words=[3,4])"
"Span(""b'lithium'"", sentence=10660, chars=[99,105], words=[14,14])","Span(""b'hypothyroidism'"", sentence=10660, chars=[59,72], words=[10,10])"
"Span(""b'lithium'"", sentence=10660, chars=[99,105], words=[14,14])","Span(""b'hypercalcemia'"", sentence=10660, chars=[78,90], words=[12,12])"
"Span(""b'cefotetan'"", sentence=10129, chars=[67,75], words=[9,9])","Span(""b'hemolytic anemia'"", sentence=10129, chars=[14,29], words=[2,3])"
"Span(""b'cephalosporins'"", sentence=10130, chars=[29,42], words=[5,5])","Span(""b'hemolytic anemia'"", sentence=10130, chars=[131,146], words=[19,20])"
"Span(""b'cefotetan'"", sentence=10130, chars=[56,64], words=[8,8])","Span(""b'hemolytic anemia'"", sentence=10130, chars=[131,146], words=[19,20])"
"Span(""b'cefotetan'"", sentence=10131, chars=[38,46], words=[9,9])","Span(""b'hemolytic anemias'"", sentence=10131, chars=[56,72], words=[12,13])"
"Span(""b'cefotetan'"", sentence=10131, chars=[108,116], words=[20,20])","Span(""b'hemolytic anemias'"", sentence=10131, chars=[56,72], words=[12,13])"
"Span(""b'Vasopressin'"", sentence=9617, chars=[0,10], words=[0,0])","Span(""b'heart failure'"", sentence=9617, chars=[72,84], words=[11,12])"
"Span(""b'Vasopressin'"", sentence=9617, chars=[0,10], words=[0,0])","Span(""b'hypotension'"", sentence=9617, chars=[50,60], words=[8,8])"
"Span(""b'milrinone'"", sentence=9617, chars=[32,40], words=[5,5])","Span(""b'heart failure'"", sentence=9617, chars=[72,84], words=[11,12])"
"Span(""b'milrinone'"", sentence=9617, chars=[32,40], words=[5,5])","Span(""b'hypotension'"", sentence=9617, chars=[50,60], words=[8,8])"
"Span(""b'milrinone'"", sentence=9618, chars=[48,56], words=[7,7])","Span(""b'hypotension'"", sentence=9618, chars=[160,170], words=[23,23])"
"Span(""b'milrinone'"", sentence=9618, chars=[48,56], words=[7,7])","Span(""b'heart failure'"", sentence=9618, chars=[85,97], words=[13,14])"
"Span(""b'milrinone'"", sentence=9619, chars=[83,91], words=[11,11])","Span(""b'heart failure'"", sentence=9619, chars=[31,43], words=[4,5])"
"Span(""b'milrinone'"", sentence=9619, chars=[83,91], words=[11,11])","Span(""b'hypotension'"", sentence=9619, chars=[50,60], words=[7,7])"
"Span(""b'milrinone'"", sentence=9619, chars=[186,194], words=[26,26])","Span(""b'heart failure'"", sentence=9619, chars=[31,43], words=[4,5])"
"Span(""b'milrinone'"", sentence=9619, chars=[186,194], words=[26,26])","Span(""b'hypotension'"", sentence=9619, chars=[50,60], words=[7,7])"
"Span(""b'vasopressin'"", sentence=9619, chars=[107,117], words=[16,16])","Span(""b'heart failure'"", sentence=9619, chars=[31,43], words=[4,5])"
"Span(""b'vasopressin'"", sentence=9619, chars=[107,117], words=[16,16])","Span(""b'hypotension'"", sentence=9619, chars=[50,60], words=[7,7])"
"Span(""b'tropicamide'"", sentence=10896, chars=[50,60], words=[8,8])","Span(""b'impairment in word recall'"", sentence=10896, chars=[99,123], words=[15,18])"
"Span(""b'pilocarpine'"", sentence=10896, chars=[66,76], words=[10,10])","Span(""b'impairment in word recall'"", sentence=10896, chars=[99,123], words=[15,18])"
"Span(""b'scopolamine'"", sentence=10896, chars=[79,89], words=[12,12])","Span(""b'impairment in word recall'"", sentence=10896, chars=[99,123], words=[15,18])"
"Span(""b'scopolamine'"", sentence=10899, chars=[61,71], words=[11,11])","Span(""b'impairment in word recall'"", sentence=10899, chars=[81,105], words=[14,17])"
"Span(""b'methadone'"", sentence=7335, chars=[18,26], words=[3,3])","Span(""b'Pain'"", sentence=7335, chars=[0,3], words=[0,0])"
"Span(""b'methadone'"", sentence=7337, chars=[118,126], words=[19,19])","Span(""b'pain'"", sentence=7337, chars=[36,39], words=[6,6])"
"Span(""b'hydromorphone'"", sentence=7338, chars=[188,200], words=[38,38])","Span(""b'pain'"", sentence=7338, chars=[88,91], words=[21,21])"
"Span(""b'ketorolac'"", sentence=7338, chars=[244,252], words=[48,48])","Span(""b'pain'"", sentence=7338, chars=[88,91], words=[21,21])"
"Span(""b'dobutamine'"", sentence=8843, chars=[56,65], words=[8,8])","Span(""b'coronary artery spasm'"", sentence=8843, chars=[27,47], words=[4,6])"
"Span(""b'dobutamine'"", sentence=8843, chars=[56,65], words=[8,8])","Span(""b'Myocardial ischemia'"", sentence=8843, chars=[0,18], words=[0,1])"
"Span(""b'Dobutamine'"", sentence=8844, chars=[0,9], words=[0,0])","Span(""b'myocardial ischemia'"", sentence=8844, chars=[83,101], words=[14,15])"
"Span(""b'dobutamine'"", sentence=8846, chars=[107,116], words=[19,19])","Span(""b'myocardial ischemia'"", sentence=8846, chars=[51,69], words=[10,11])"
"Span(""b'dobutamine'"", sentence=8846, chars=[107,116], words=[19,19])","Span(""b'coronary spasm'"", sentence=8846, chars=[78,91], words=[14,15])"
"Span(""b'acetylcholine'"", sentence=8849, chars=[57,69], words=[8,8])","Span(""b'coronary artery stenosis'"", sentence=8849, chars=[85,108], words=[13,15])"
"Span(""b'acetylcholine'"", sentence=8849, chars=[57,69], words=[8,8])","Span(""b'spasm'"", sentence=8849, chars=[9,13], words=[1,1])"
"Span(""b'dobutamine'"", sentence=8853, chars=[29,38], words=[4,4])","Span(""b'coronary spastic angina'"", sentence=8853, chars=[89,111], words=[13,15])"
"Span(""b'dobutamine'"", sentence=8853, chars=[29,38], words=[4,4])","Span(""b'coronary spasm'"", sentence=8853, chars=[52,65], words=[7,8])"
"Span(""b'metoprolol'"", sentence=9848, chars=[22,31], words=[3,3])","Span(""b'myocardial ischemia'"", sentence=9848, chars=[95,113], words=[13,14])"
"Span(""b'metoprolol'"", sentence=9848, chars=[48,57], words=[6,6])","Span(""b'myocardial ischemia'"", sentence=9848, chars=[95,113], words=[13,14])"
"Span(""b'dobutamine'"", sentence=9848, chars=[76,85], words=[10,10])","Span(""b'myocardial ischemia'"", sentence=9848, chars=[95,113], words=[13,14])"
"Span(""b'dobutamine'"", sentence=9859, chars=[19,28], words=[3,3])","Span(""b'myocardial ischemia'"", sentence=9859, chars=[94,112], words=[13,14])"
"Span(""b'metoprolol'"", sentence=9859, chars=[46,55], words=[7,7])","Span(""b'myocardial ischemia'"", sentence=9859, chars=[94,112], words=[13,14])"
"Span(""b'doxorubicin'"", sentence=10309, chars=[81,91], words=[10,10])","Span(""b'breast cancer'"", sentence=10309, chars=[223,235], words=[27,28])"
"Span(""b'doxorubicin'"", sentence=10309, chars=[81,91], words=[10,10])","Span(""b'cardiotoxicity'"", sentence=10309, chars=[8,21], words=[1,1])"
"Span(""b'doxorubicin'"", sentence=10309, chars=[141,151], words=[16,16])","Span(""b'breast cancer'"", sentence=10309, chars=[223,235], words=[27,28])"
"Span(""b'doxorubicin'"", sentence=10309, chars=[141,151], words=[16,16])","Span(""b'cardiotoxicity'"", sentence=10309, chars=[8,21], words=[1,1])"
"Span(""b'cyclophosphamide'"", sentence=10309, chars=[97,112], words=[12,12])","Span(""b'breast cancer'"", sentence=10309, chars=[223,235], words=[27,28])"
"Span(""b'cyclophosphamide'"", sentence=10309, chars=[97,112], words=[12,12])","Span(""b'cardiotoxicity'"", sentence=10309, chars=[8,21], words=[1,1])"
"Span(""b'cyclophosphamide'"", sentence=10309, chars=[157,172], words=[18,18])","Span(""b'breast cancer'"", sentence=10309, chars=[223,235], words=[27,28])"
"Span(""b'cyclophosphamide'"", sentence=10309, chars=[157,172], words=[18,18])","Span(""b'cardiotoxicity'"", sentence=10309, chars=[8,21], words=[1,1])"
"Span(""b'Myocet'"", sentence=10310, chars=[30,35], words=[5,5])","Span(""b'cardiotoxicity'"", sentence=10310, chars=[199,212], words=[30,30])"
"Span(""b'Myocet'"", sentence=10310, chars=[30,35], words=[5,5])","Span(""b'MBC'"", sentence=10310, chars=[313,315], words=[46,46])"
"Span(""b'Myocet'"", sentence=10310, chars=[30,35], words=[5,5])","Span(""b'breast cancer'"", sentence=10310, chars=[298,310], words=[43,44])"
"Span(""b'doxorubicin'"", sentence=10310, chars=[60,70], words=[10,10])","Span(""b'cardiotoxicity'"", sentence=10310, chars=[199,212], words=[30,30])"
"Span(""b'doxorubicin'"", sentence=10310, chars=[60,70], words=[10,10])","Span(""b'MBC'"", sentence=10310, chars=[313,315], words=[46,46])"
"Span(""b'doxorubicin'"", sentence=10310, chars=[60,70], words=[10,10])","Span(""b'breast cancer'"", sentence=10310, chars=[298,310], words=[43,44])"
"Span(""b'doxorubicin'"", sentence=10310, chars=[187,197], words=[29,29])","Span(""b'cardiotoxicity'"", sentence=10310, chars=[199,212], words=[30,30])"
"Span(""b'doxorubicin'"", sentence=10310, chars=[187,197], words=[29,29])","Span(""b'MBC'"", sentence=10310, chars=[313,315], words=[46,46])"
"Span(""b'doxorubicin'"", sentence=10310, chars=[187,197], words=[29,29])","Span(""b'breast cancer'"", sentence=10310, chars=[298,310], words=[43,44])"
"Span(""b'cyclophosphamide'"", sentence=10310, chars=[148,163], words=[26,26])","Span(""b'cardiotoxicity'"", sentence=10310, chars=[199,212], words=[30,30])"
"Span(""b'cyclophosphamide'"", sentence=10310, chars=[148,163], words=[26,26])","Span(""b'MBC'"", sentence=10310, chars=[313,315], words=[46,46])"
"Span(""b'cyclophosphamide'"", sentence=10310, chars=[148,163], words=[26,26])","Span(""b'breast cancer'"", sentence=10310, chars=[298,310], words=[43,44])"
"Span(""b'Myocet'"", sentence=10311, chars=[162,167], words=[30,30])","Span(""b'MBC'"", sentence=10311, chars=[61,63], words=[11,11])"
"Span(""b'Myocet'"", sentence=10311, chars=[162,167], words=[30,30])","Span(""b'toxicity'"", sentence=10311, chars=[319,326], words=[63,63])"
"Span(""b'doxorubicin'"", sentence=10311, chars=[189,199], words=[36,36])","Span(""b'MBC'"", sentence=10311, chars=[61,63], words=[11,11])"
"Span(""b'doxorubicin'"", sentence=10311, chars=[189,199], words=[36,36])","Span(""b'toxicity'"", sentence=10311, chars=[319,326], words=[63,63])"
"Span(""b'cyclophosphamide'"", sentence=10311, chars=[241,256], words=[50,50])","Span(""b'MBC'"", sentence=10311, chars=[61,63], words=[11,11])"
"Span(""b'cyclophosphamide'"", sentence=10311, chars=[241,256], words=[50,50])","Span(""b'toxicity'"", sentence=10311, chars=[319,326], words=[63,63])"
"Span(""b'C'"", sentence=10311, chars=[259,259], words=[52,52])","Span(""b'MBC'"", sentence=10311, chars=[61,63], words=[11,11])"
"Span(""b'C'"", sentence=10311, chars=[259,259], words=[52,52])","Span(""b'toxicity'"", sentence=10311, chars=[319,326], words=[63,63])"
"Span(""b'Myocet'"", sentence=10319, chars=[12,17], words=[2,2])","Span(""b'neutropenia'"", sentence=10319, chars=[118,128], words=[16,16])"
"Span(""b'Myocet'"", sentence=10319, chars=[12,17], words=[2,2])","Span(""b'MBC'"", sentence=10319, chars=[247,249], words=[35,35])"
"Span(""b'Myocet'"", sentence=10319, chars=[12,17], words=[2,2])","Span(""b'cardiotoxicity'"", sentence=10319, chars=[91,104], words=[12,12])"
"Span(""b'doxorubicin'"", sentence=10319, chars=[53,63], words=[8,8])","Span(""b'neutropenia'"", sentence=10319, chars=[118,128], words=[16,16])"
"Span(""b'doxorubicin'"", sentence=10319, chars=[53,63], words=[8,8])","Span(""b'MBC'"", sentence=10319, chars=[247,249], words=[35,35])"
"Span(""b'doxorubicin'"", sentence=10319, chars=[53,63], words=[8,8])","Span(""b'cardiotoxicity'"", sentence=10319, chars=[91,104], words=[12,12])"
"Span(""b'cyclophosphamide'"", sentence=10319, chars=[204,219], words=[28,28])","Span(""b'neutropenia'"", sentence=10319, chars=[118,128], words=[16,16])"
"Span(""b'cyclophosphamide'"", sentence=10319, chars=[204,219], words=[28,28])","Span(""b'MBC'"", sentence=10319, chars=[247,249], words=[35,35])"
"Span(""b'cyclophosphamide'"", sentence=10319, chars=[204,219], words=[28,28])","Span(""b'cardiotoxicity'"", sentence=10319, chars=[91,104], words=[12,12])"
"Span(""b'lidocaine'"", sentence=9840, chars=[32,40], words=[6,6])","Span(""b'convulsion'"", sentence=9840, chars=[50,59], words=[9,9])"
"Span(""b'nitric oxide'"", sentence=9841, chars=[58,69], words=[19,20])","Span(""b'convulsions'"", sentence=9841, chars=[166,176], words=[41,41])"
"Span(""b'NO'"", sentence=9841, chars=[72,73], words=[22,22])","Span(""b'convulsions'"", sentence=9841, chars=[166,176], words=[41,41])"
"Span(""b'NO'"", sentence=9841, chars=[113,114], words=[32,32])","Span(""b'convulsions'"", sentence=9841, chars=[166,176], words=[41,41])"
"Span(""b'lidocaine'"", sentence=9841, chars=[148,156], words=[38,38])","Span(""b'convulsions'"", sentence=9841, chars=[166,176], words=[41,41])"
"Span(""b'diazepam'"", sentence=9845, chars=[29,36], words=[13,13])","Span(""b'convulsions'"", sentence=9845, chars=[118,128], words=[31,31])"
"Span(""b'lidocaine'"", sentence=9845, chars=[89,97], words=[25,25])","Span(""b'convulsions'"", sentence=9845, chars=[118,128], words=[31,31])"
"Span(""b'lidocaine'"", sentence=9846, chars=[65,73], words=[12,12])","Span(""b'convulsions'"", sentence=9846, chars=[100,110], words=[20,20])"
"Span(""b'NO'"", sentence=9847, chars=[31,32], words=[5,5])","Span(""b'convulsions'"", sentence=9847, chars=[83,93], words=[14,14])"
"Span(""b'lidocaine'"", sentence=9847, chars=[65,73], words=[11,11])","Span(""b'convulsions'"", sentence=9847, chars=[83,93], words=[14,14])"
"Span(""b'nitric oxide'"", sentence=8833, chars=[46,57], words=[7,8])","Span(""b'headache'"", sentence=8833, chars=[67,74], words=[11,11])"
"Span(""b'nitric oxide'"", sentence=8833, chars=[46,57], words=[7,8])","Span(""b'tension-type headache'"", sentence=8833, chars=[101,121], words=[16,19])"
"Span(""b'nitric oxide'"", sentence=8834, chars=[26,37], words=[5,6])","Span(""b'headache'"", sentence=8834, chars=[52,59], words=[11,11])"
"Span(""b'nitric oxide'"", sentence=8834, chars=[26,37], words=[5,6])","Span(""b'primary headaches'"", sentence=8834, chars=[64,80], words=[13,14])"
"Span(""b'NO'"", sentence=8834, chars=[40,41], words=[8,8])","Span(""b'headache'"", sentence=8834, chars=[52,59], words=[11,11])"
"Span(""b'NO'"", sentence=8834, chars=[40,41], words=[8,8])","Span(""b'primary headaches'"", sentence=8834, chars=[64,80], words=[13,14])"
"Span(""b'CGRP'"", sentence=8834, chars=[149,152], words=[27,27])","Span(""b'headache'"", sentence=8834, chars=[52,59], words=[11,11])"
"Span(""b'CGRP'"", sentence=8834, chars=[149,152], words=[27,27])","Span(""b'primary headaches'"", sentence=8834, chars=[64,80], words=[13,14])"
"Span(""b'CGRP'"", sentence=8835, chars=[62,65], words=[11,11])","Span(""b'tension-type headache'"", sentence=8835, chars=[161,181], words=[29,32])"
"Span(""b'CGRP'"", sentence=8835, chars=[62,65], words=[11,11])","Span(""b'headache'"", sentence=8835, chars=[74,81], words=[13,13])"
"Span(""b'NO'"", sentence=8835, chars=[98,99], words=[17,17])","Span(""b'tension-type headache'"", sentence=8835, chars=[161,181], words=[29,32])"
"Span(""b'NO'"", sentence=8835, chars=[98,99], words=[17,17])","Span(""b'headache'"", sentence=8835, chars=[74,81], words=[13,13])"
"Span(""b'glyceryl trinitrate'"", sentence=8835, chars=[107,125], words=[19,20])","Span(""b'tension-type headache'"", sentence=8835, chars=[161,181], words=[29,32])"
"Span(""b'glyceryl trinitrate'"", sentence=8835, chars=[107,125], words=[19,20])","Span(""b'headache'"", sentence=8835, chars=[74,81], words=[13,13])"
"Span(""b'GTN'"", sentence=8835, chars=[128,130], words=[22,22])","Span(""b'tension-type headache'"", sentence=8835, chars=[161,181], words=[29,32])"
"Span(""b'GTN'"", sentence=8835, chars=[128,130], words=[22,22])","Span(""b'headache'"", sentence=8835, chars=[74,81], words=[13,13])"
"Span(""b'GTN'"", sentence=8836, chars=[66,68], words=[13,13])","Span(""b'headache'"", sentence=8836, chars=[100,107], words=[21,21])"
"Span(""b'GTN'"", sentence=8838, chars=[86,88], words=[11,11])","Span(""b'headache'"", sentence=8838, chars=[70,77], words=[8,8])"
"Span(""b'GTN'"", sentence=8838, chars=[86,88], words=[11,11])","Span(""b'headache'"", sentence=8838, chars=[126,133], words=[20,20])"
"Span(""b'NO'"", sentence=8842, chars=[33,34], words=[5,5])","Span(""b'headache'"", sentence=8842, chars=[54,61], words=[9,9])"
"Span(""b'CGRP'"", sentence=8842, chars=[97,100], words=[16,16])","Span(""b'headache'"", sentence=8842, chars=[54,61], words=[9,9])"
"Span(""b'oxacillin'"", sentence=10265, chars=[54,62], words=[5,5])","Span(""b'Cutaneous leucocytoclastic vasculitis'"", sentence=10265, chars=[0,36], words=[0,2])"
"Span(""b'oxacillin'"", sentence=10266, chars=[39,47], words=[9,9])","Span(""b'renal failure'"", sentence=10266, chars=[117,129], words=[20,21])"
"Span(""b'oxacillin'"", sentence=10266, chars=[39,47], words=[9,9])","Span(""b'purpuric lesions'"", sentence=10266, chars=[164,179], words=[28,29])"
"Span(""b'oxacillin'"", sentence=10266, chars=[39,47], words=[9,9])","Span(""b'Staphylococcus aureus bacteremia'"", sentence=10266, chars=[73,104], words=[15,17])"
"Span(""b'Oxacillin'"", sentence=10275, chars=[0,8], words=[0,0])","Span(""b'leucocytoclastic vasculitis'"", sentence=10275, chars=[60,86], words=[10,11])"
"Span(""b'nimesulide'"", sentence=8668, chars=[16,25], words=[2,2])","Span(""b'angioedema'"", sentence=8668, chars=[84,93], words=[13,13])"
"Span(""b'nimesulide'"", sentence=8668, chars=[16,25], words=[2,2])","Span(""b'urticaria'"", sentence=8668, chars=[74,82], words=[11,11])"
"Span(""b'paracetamol'"", sentence=8668, chars=[31,41], words=[4,4])","Span(""b'angioedema'"", sentence=8668, chars=[84,93], words=[13,13])"
"Span(""b'paracetamol'"", sentence=8668, chars=[31,41], words=[4,4])","Span(""b'urticaria'"", sentence=8668, chars=[74,82], words=[11,11])"
"Span(""b'NSAID'"", sentence=8668, chars=[60,64], words=[8,8])","Span(""b'angioedema'"", sentence=8668, chars=[84,93], words=[13,13])"
"Span(""b'NSAID'"", sentence=8668, chars=[60,64], words=[8,8])","Span(""b'urticaria'"", sentence=8668, chars=[74,82], words=[11,11])"
"Span(""b'nimesulide'"", sentence=8670, chars=[62,71], words=[9,9])","Span(""b'angioedema'"", sentence=8670, chars=[193,202], words=[32,32])"
"Span(""b'nimesulide'"", sentence=8670, chars=[62,71], words=[9,9])","Span(""b'urticaria'"", sentence=8670, chars=[183,191], words=[30,30])"
"Span(""b'paracetamol'"", sentence=8670, chars=[77,87], words=[11,11])","Span(""b'angioedema'"", sentence=8670, chars=[193,202], words=[32,32])"
"Span(""b'paracetamol'"", sentence=8670, chars=[77,87], words=[11,11])","Span(""b'urticaria'"", sentence=8670, chars=[183,191], words=[30,30])"
"Span(""b'NSAID'"", sentence=8670, chars=[169,173], words=[27,27])","Span(""b'angioedema'"", sentence=8670, chars=[193,202], words=[32,32])"
"Span(""b'NSAID'"", sentence=8670, chars=[169,173], words=[27,27])","Span(""b'urticaria'"", sentence=8670, chars=[183,191], words=[30,30])"
"Span(""b'nimesulide'"", sentence=8672, chars=[58,67], words=[10,10])","Span(""b'urticaria'"", sentence=8672, chars=[144,152], words=[25,25])"
"Span(""b'nimesulide'"", sentence=8672, chars=[58,67], words=[10,10])","Span(""b'angioedema'"", sentence=8672, chars=[154,163], words=[27,27])"
"Span(""b'paracetamol'"", sentence=8672, chars=[72,82], words=[12,12])","Span(""b'urticaria'"", sentence=8672, chars=[144,152], words=[25,25])"
"Span(""b'paracetamol'"", sentence=8672, chars=[72,82], words=[12,12])","Span(""b'angioedema'"", sentence=8672, chars=[154,163], words=[27,27])"
"Span(""b'NSAID'"", sentence=8672, chars=[130,134], words=[22,22])","Span(""b'urticaria'"", sentence=8672, chars=[144,152], words=[25,25])"
"Span(""b'NSAID'"", sentence=8672, chars=[130,134], words=[22,22])","Span(""b'angioedema'"", sentence=8672, chars=[154,163], words=[27,27])"
"Span(""b'NSAID'"", sentence=8675, chars=[109,113], words=[19,19])","Span(""b'angioedema'"", sentence=8675, chars=[147,156], words=[26,26])"
"Span(""b'NSAID'"", sentence=8675, chars=[109,113], words=[19,19])","Span(""b'angioedema'"", sentence=8675, chars=[133,142], words=[24,24])"
"Span(""b'NSAID'"", sentence=8675, chars=[109,113], words=[19,19])","Span(""b'urticaria'"", sentence=8675, chars=[58,66], words=[10,10])"
"Span(""b'NSAID'"", sentence=8675, chars=[109,113], words=[19,19])","Span(""b'urticaria'"", sentence=8675, chars=[123,131], words=[22,22])"
"Span(""b'NSAID'"", sentence=8675, chars=[109,113], words=[19,19])","Span(""b'urticaria'"", sentence=8675, chars=[189,197], words=[33,33])"
"Span(""b'nimesulide'"", sentence=8676, chars=[61,70], words=[10,10])","Span(""b'urticaria'"", sentence=8676, chars=[116,124], words=[17,17])"
"Span(""b'nimesulide'"", sentence=8676, chars=[61,70], words=[10,10])","Span(""b'angioedema'"", sentence=8676, chars=[126,135], words=[19,19])"
"Span(""b'paracetamol'"", sentence=8676, chars=[76,86], words=[12,12])","Span(""b'urticaria'"", sentence=8676, chars=[116,124], words=[17,17])"
"Span(""b'paracetamol'"", sentence=8676, chars=[76,86], words=[12,12])","Span(""b'angioedema'"", sentence=8676, chars=[126,135], words=[19,19])"
"Span(""b'NSAIDs'"", sentence=8676, chars=[147,152], words=[22,22])","Span(""b'urticaria'"", sentence=8676, chars=[116,124], words=[17,17])"
"Span(""b'NSAIDs'"", sentence=8676, chars=[147,152], words=[22,22])","Span(""b'angioedema'"", sentence=8676, chars=[126,135], words=[19,19])"
"Span(""b'NSAID'"", sentence=8677, chars=[156,160], words=[29,29])","Span(""b'urticaria'"", sentence=8677, chars=[114,122], words=[19,19])"
"Span(""b'NSAID'"", sentence=8677, chars=[156,160], words=[29,29])","Span(""b'angioedema'"", sentence=8677, chars=[170,179], words=[32,32])"
"Span(""b'Nicotine'"", sentence=10301, chars=[0,7], words=[0,0])","Span(""b'catalepsy'"", sentence=10301, chars=[42,50], words=[6,6])"
"Span(""b'morphine'"", sentence=10301, chars=[25,32], words=[3,3])","Span(""b'catalepsy'"", sentence=10301, chars=[42,50], words=[6,6])"
"Span(""b'nicotine'"", sentence=10302, chars=[33,40], words=[7,7])","Span(""b'catalepsy'"", sentence=10302, chars=[45,53], words=[9,9])"
"Span(""b'morphine'"", sentence=10302, chars=[66,73], words=[12,12])","Span(""b'catalepsy'"", sentence=10302, chars=[45,53], words=[9,9])"
"Span(""b'Morphine'"", sentence=10303, chars=[0,7], words=[0,0])","Span(""b'catalepsy'"", sentence=10303, chars=[51,59], words=[9,9])"
"Span(""b'nicotine'"", sentence=10303, chars=[17,24], words=[3,3])","Span(""b'catalepsy'"", sentence=10303, chars=[51,59], words=[9,9])"
"Span(""b'atropine'"", sentence=10305, chars=[34,41], words=[3,3])","Span(""b'catalepsy'"", sentence=10305, chars=[102,110], words=[14,14])"
"Span(""b'naloxone'"", sentence=10305, chars=[44,51], words=[5,5])","Span(""b'catalepsy'"", sentence=10305, chars=[102,110], words=[14,14])"
"Span(""b'mecamylamine'"", sentence=10305, chars=[54,65], words=[7,7])","Span(""b'catalepsy'"", sentence=10305, chars=[102,110], words=[14,14])"
"Span(""b'hexamethonium'"", sentence=10305, chars=[72,84], words=[10,10])","Span(""b'catalepsy'"", sentence=10305, chars=[102,110], words=[14,14])"
"Span(""b'morphine'"", sentence=10305, chars=[140,147], words=[20,20])","Span(""b'catalepsy'"", sentence=10305, chars=[102,110], words=[14,14])"
"Span(""b'nicotine'"", sentence=10305, chars=[154,161], words=[22,22])","Span(""b'catalepsy'"", sentence=10305, chars=[102,110], words=[14,14])"
"Span(""b'atropine'"", sentence=10306, chars=[37,44], words=[3,3])","Span(""b'catalepsy'"", sentence=10306, chars=[90,98], words=[11,11])"
"Span(""b'hexamethonium'"", sentence=10306, chars=[47,59], words=[5,5])","Span(""b'catalepsy'"", sentence=10306, chars=[90,98], words=[11,11])"
