person1	person2	label
0d3bbf87-81f0-4179-b494-4f355c6bf5b5::span:426:430	0d3bbf87-81f0-4179-b494-4f355c6bf5b5::span:822:831	-1
0d3bbf87-81f0-4179-b494-4f355c6bf5b5::span:779:791	0d3bbf87-81f0-4179-b494-4f355c6bf5b5::span:1083:1095	-1
0d3bbf87-81f0-4179-b494-4f355c6bf5b5::span:822:831	0d3bbf87-81f0-4179-b494-4f355c6bf5b5::span:1083:1095	-1
0d3bbf87-81f0-4179-b494-4f355c6bf5b5::span:822:831	0d3bbf87-81f0-4179-b494-4f355c6bf5b5::span:1048:1052	-1
0d3bbf87-81f0-4179-b494-4f355c6bf5b5::span:822:831	0d3bbf87-81f0-4179-b494-4f355c6bf5b5::span:1145:1150	-1
0d3bbf87-81f0-4179-b494-4f355c6bf5b5::span:1518:1525	0d3bbf87-81f0-4179-b494-4f355c6bf5b5::span:1830:1834	-1
0d44b7a0-de94-407b-9e00-fb21f493d722::span:44:58	0d44b7a0-de94-407b-9e00-fb21f493d722::span:112:128	1
0e09245b-76c7-4eab-8da5-375ac0e0b6aa::span:1581:1586	0e09245b-76c7-4eab-8da5-375ac0e0b6aa::span:1681:1690	-1
0e09245b-76c7-4eab-8da5-375ac0e0b6aa::span:3644:3649	0e09245b-76c7-4eab-8da5-375ac0e0b6aa::span:3659:3664	-1
0e09245b-76c7-4eab-8da5-375ac0e0b6aa::span:3609:3613	0e09245b-76c7-4eab-8da5-375ac0e0b6aa::span:3659:3664	-1
0e09245b-76c7-4eab-8da5-375ac0e0b6aa::span:3609:3613	0e09245b-76c7-4eab-8da5-375ac0e0b6aa::span:3706:3711	-1
0e096c27-82f7-4be6-a257-212745e4fc88::span:406:408	0e096c27-82f7-4be6-a257-212745e4fc88::span:614:628	-1
0e096c27-82f7-4be6-a257-212745e4fc88::span:4656:4667	0e096c27-82f7-4be6-a257-212745e4fc88::span:4769:4771	-1
0e096c27-82f7-4be6-a257-212745e4fc88::span:4588:4594	0e096c27-82f7-4be6-a257-212745e4fc88::span:4769:4771	-1
0e096c27-82f7-4be6-a257-212745e4fc88::span:4588:4594	0e096c27-82f7-4be6-a257-212745e4fc88::span:4798:4800	-1
0e096c27-82f7-4be6-a257-212745e4fc88::span:4769:4771	0e096c27-82f7-4be6-a257-212745e4fc88::span:4953:4959	-1
0f04aa8d-6a04-4dc7-911b-8f09b3871967::span:2805:2810	0f04aa8d-6a04-4dc7-911b-8f09b3871967::span:3015:3022	-1
0f0b03b7-a7db-4b97-a7a1-48a773ef70b7::span:1081:1100	0f0b03b7-a7db-4b97-a7a1-48a773ef70b7::span:1202:1224	-1
0f0b03b7-a7db-4b97-a7a1-48a773ef70b7::span:1125:1132	0f0b03b7-a7db-4b97-a7a1-48a773ef70b7::span:1202:1224	-1
0f0b03b7-a7db-4b97-a7a1-48a773ef70b7::span:2920:2926	0f0b03b7-a7db-4b97-a7a1-48a773ef70b7::span:2959:2966	-1
0f0b03b7-a7db-4b97-a7a1-48a773ef70b7::span:2959:2966	0f0b03b7-a7db-4b97-a7a1-48a773ef70b7::span:3195:3202	-1
0f0b03b7-a7db-4b97-a7a1-48a773ef70b7::span:4439:4445	0f0b03b7-a7db-4b97-a7a1-48a773ef70b7::span:4534:4541	-1
0ff8074e-7fec-4823-a9bf-4bb2cfa2c952::span:0:12	0ff8074e-7fec-4823-a9bf-4bb2cfa2c952::span:256:267	1
0ff8074e-7fec-4823-a9bf-4bb2cfa2c952::span:1010:1022	0ff8074e-7fec-4823-a9bf-4bb2cfa2c952::span:1170:1181	-1
10fac870-b4c3-452c-afd4-a39eafda5097::span:36:48	10fac870-b4c3-452c-afd4-a39eafda5097::span:209:216	-1
10fac870-b4c3-452c-afd4-a39eafda5097::span:36:48	10fac870-b4c3-452c-afd4-a39eafda5097::span:334:344	-1
10fac870-b4c3-452c-afd4-a39eafda5097::span:17:30	10fac870-b4c3-452c-afd4-a39eafda5097::span:334:344	-1
10fac870-b4c3-452c-afd4-a39eafda5097::span:209:216	10fac870-b4c3-452c-afd4-a39eafda5097::span:474:486	-1
10fac870-b4c3-452c-afd4-a39eafda5097::span:334:344	10fac870-b4c3-452c-afd4-a39eafda5097::span:474:486	-1
10fac870-b4c3-452c-afd4-a39eafda5097::span:474:486	10fac870-b4c3-452c-afd4-a39eafda5097::span:578:585	-1
129ff47c-684f-4cb9-a90b-938b5c1c60d9::span:2166:2169	129ff47c-684f-4cb9-a90b-938b5c1c60d9::span:2231:2235	-1
12a9114a-61e0-4a92-8818-f7000f82297c::span:1649:1654	12a9114a-61e0-4a92-8818-f7000f82297c::span:1806:1817	-1
14112548-367a-4de1-85a7-11cd145b18e0::span:3430:3452	14112548-367a-4de1-85a7-11cd145b18e0::span:3699:3702	-1
150691c3-caa1-4258-addc-7869ae5fd1ee::span:619:627	150691c3-caa1-4258-addc-7869ae5fd1ee::span:916:918	-1
150691c3-caa1-4258-addc-7869ae5fd1ee::span:630:644	150691c3-caa1-4258-addc-7869ae5fd1ee::span:916:918	-1
150691c3-caa1-4258-addc-7869ae5fd1ee::span:4717:4721	150691c3-caa1-4258-addc-7869ae5fd1ee::span:4929:4931	-1
150691c3-caa1-4258-addc-7869ae5fd1ee::span:4717:4721	150691c3-caa1-4258-addc-7869ae5fd1ee::span:4857:4861	-1
150691c3-caa1-4258-addc-7869ae5fd1ee::span:4670:4674	150691c3-caa1-4258-addc-7869ae5fd1ee::span:4929:4931	-1
150691c3-caa1-4258-addc-7869ae5fd1ee::span:4670:4674	150691c3-caa1-4258-addc-7869ae5fd1ee::span:4857:4861	-1
176fbe18-c256-4206-be21-6eb361ffd3e4::span:2825:2828	176fbe18-c256-4206-be21-6eb361ffd3e4::span:3022:3026	1
176fbe18-c256-4206-be21-6eb361ffd3e4::span:4124:4127	176fbe18-c256-4206-be21-6eb361ffd3e4::span:4249:4253	1
176fbe18-c256-4206-be21-6eb361ffd3e4::span:4457:4471	176fbe18-c256-4206-be21-6eb361ffd3e4::span:4643:4646	-1
176fbe18-c256-4206-be21-6eb361ffd3e4::span:4643:4646	176fbe18-c256-4206-be21-6eb361ffd3e4::span:4753:4766	-1
176fbe18-c256-4206-be21-6eb361ffd3e4::span:4643:4646	176fbe18-c256-4206-be21-6eb361ffd3e4::span:4776:4786	-1
176fbe18-c256-4206-be21-6eb361ffd3e4::span:4776:4786	176fbe18-c256-4206-be21-6eb361ffd3e4::span:4877:4887	-1
176fbe18-c256-4206-be21-6eb361ffd3e4::span:5054:5067	176fbe18-c256-4206-be21-6eb361ffd3e4::span:5248:5251	-1
176fbe18-c256-4206-be21-6eb361ffd3e4::span:5248:5251	176fbe18-c256-4206-be21-6eb361ffd3e4::span:5309:5319	-1
1a3023d6-b22a-4111-8222-f566c9a71e6e::span:1394:1403	1a3023d6-b22a-4111-8222-f566c9a71e6e::span:1619:1624	-1
1b13a386-125f-45ed-b438-aeed4be6693a::span:829:836	1b13a386-125f-45ed-b438-aeed4be6693a::span:884:895	1
1b13a386-125f-45ed-b438-aeed4be6693a::span:1920:1931	1b13a386-125f-45ed-b438-aeed4be6693a::span:2105:2127	-1
1c3d813c-0f47-4477-8bc2-e17d295349f3::span:514:519	1c3d813c-0f47-4477-8bc2-e17d295349f3::span:540:544	-1
1d91a37e-9deb-463f-aa27-f22241ddb4f7::span:439:453	1d91a37e-9deb-463f-aa27-f22241ddb4f7::span:576:581	-1
1d91a37e-9deb-463f-aa27-f22241ddb4f7::span:576:581	1d91a37e-9deb-463f-aa27-f22241ddb4f7::span:786:789	-1
1d91a37e-9deb-463f-aa27-f22241ddb4f7::span:1657:1660	1d91a37e-9deb-463f-aa27-f22241ddb4f7::span:1905:1910	-1
1e282db5-4270-431f-aebf-2ec89c893f64::span:162:166	1e282db5-4270-431f-aebf-2ec89c893f64::span:300:305	-1
1e282db5-4270-431f-aebf-2ec89c893f64::span:300:305	1e282db5-4270-431f-aebf-2ec89c893f64::span:365:377	-1
1e282db5-4270-431f-aebf-2ec89c893f64::span:365:377	1e282db5-4270-431f-aebf-2ec89c893f64::span:477:483	-1
1e2c8015-3447-4265-900d-edceda34fd7b::span:695:708	1e2c8015-3447-4265-900d-edceda34fd7b::span:889:895	-1
1f87433d-31b2-4a5e-848c-521c1cbf5567::span:0:13	1f87433d-31b2-4a5e-848c-521c1cbf5567::span:216:224	-1
1f87433d-31b2-4a5e-848c-521c1cbf5567::span:24:33	1f87433d-31b2-4a5e-848c-521c1cbf5567::span:216:224	-1
1f87433d-31b2-4a5e-848c-521c1cbf5567::span:216:224	1f87433d-31b2-4a5e-848c-521c1cbf5567::span:372:381	-1
1f87433d-31b2-4a5e-848c-521c1cbf5567::span:216:224	1f87433d-31b2-4a5e-848c-521c1cbf5567::span:348:361	-1
1f87433d-31b2-4a5e-848c-521c1cbf5567::span:216:224	1f87433d-31b2-4a5e-848c-521c1cbf5567::span:488:501	-1
1f87433d-31b2-4a5e-848c-521c1cbf5567::span:348:361	1f87433d-31b2-4a5e-848c-521c1cbf5567::span:624:639	-1
1f87433d-31b2-4a5e-848c-521c1cbf5567::span:488:501	1f87433d-31b2-4a5e-848c-521c1cbf5567::span:624:639	-1
1f87433d-31b2-4a5e-848c-521c1cbf5567::span:372:381	1f87433d-31b2-4a5e-848c-521c1cbf5567::span:624:639	-1
1f87433d-31b2-4a5e-848c-521c1cbf5567::span:965:972	1f87433d-31b2-4a5e-848c-521c1cbf5567::span:1069:1073	-1
221568a2-8d3c-4848-a2fe-4e3f003a1cc1::span:17:26	221568a2-8d3c-4848-a2fe-4e3f003a1cc1::span:130:141	-1
221568a2-8d3c-4848-a2fe-4e3f003a1cc1::span:130:141	221568a2-8d3c-4848-a2fe-4e3f003a1cc1::span:207:216	-1
221568a2-8d3c-4848-a2fe-4e3f003a1cc1::span:207:216	221568a2-8d3c-4848-a2fe-4e3f003a1cc1::span:317:328	-1
221568a2-8d3c-4848-a2fe-4e3f003a1cc1::span:1130:1134	221568a2-8d3c-4848-a2fe-4e3f003a1cc1::span:1160:1164	-1
221568a2-8d3c-4848-a2fe-4e3f003a1cc1::span:1130:1134	221568a2-8d3c-4848-a2fe-4e3f003a1cc1::span:1206:1219	-1
24a08559-a824-4331-9028-fbeac1f3ca5a::span:961:971	24a08559-a824-4331-9028-fbeac1f3ca5a::span:1076:1082	-1
24a08559-a824-4331-9028-fbeac1f3ca5a::span:1025:1028	24a08559-a824-4331-9028-fbeac1f3ca5a::span:1076:1082	-1
24a08559-a824-4331-9028-fbeac1f3ca5a::span:1076:1082	24a08559-a824-4331-9028-fbeac1f3ca5a::span:1140:1146	-1
24a08559-a824-4331-9028-fbeac1f3ca5a::span:1297:1303	24a08559-a824-4331-9028-fbeac1f3ca5a::span:1420:1423	-1
24a08559-a824-4331-9028-fbeac1f3ca5a::span:1706:1709	24a08559-a824-4331-9028-fbeac1f3ca5a::span:1762:1773	-1
24a08559-a824-4331-9028-fbeac1f3ca5a::span:1637:1640	24a08559-a824-4331-9028-fbeac1f3ca5a::span:1762:1773	-1
292069d7-ba8e-43da-b3c2-81488b552239::span:599:603	292069d7-ba8e-43da-b3c2-81488b552239::span:857:860	-1
292069d7-ba8e-43da-b3c2-81488b552239::span:1013:1023	292069d7-ba8e-43da-b3c2-81488b552239::span:1239:1243	-1
292069d7-ba8e-43da-b3c2-81488b552239::span:1239:1243	292069d7-ba8e-43da-b3c2-81488b552239::span:1323:1328	-1
292069d7-ba8e-43da-b3c2-81488b552239::span:2850:2855	292069d7-ba8e-43da-b3c2-81488b552239::span:3061:3065	-1
292069d7-ba8e-43da-b3c2-81488b552239::span:2959:2964	292069d7-ba8e-43da-b3c2-81488b552239::span:3061:3065	-1
292069d7-ba8e-43da-b3c2-81488b552239::span:5602:5607	292069d7-ba8e-43da-b3c2-81488b552239::span:5716:5720	-1
292069d7-ba8e-43da-b3c2-81488b552239::span:6077:6081	292069d7-ba8e-43da-b3c2-81488b552239::span:6084:6087	-1
292069d7-ba8e-43da-b3c2-81488b552239::span:6258:6262	292069d7-ba8e-43da-b3c2-81488b552239::span:6396:6399	-1
292069d7-ba8e-43da-b3c2-81488b552239::span:6396:6399	292069d7-ba8e-43da-b3c2-81488b552239::span:6438:6441	-1
292069d7-ba8e-43da-b3c2-81488b552239::span:6585:6589	292069d7-ba8e-43da-b3c2-81488b552239::span:6788:6791	-1
292069d7-ba8e-43da-b3c2-81488b552239::span:6585:6589	292069d7-ba8e-43da-b3c2-81488b552239::span:6814:6817	-1
292069d7-ba8e-43da-b3c2-81488b552239::span:7380:7384	292069d7-ba8e-43da-b3c2-81488b552239::span:7408:7411	-1
292069d7-ba8e-43da-b3c2-81488b552239::span:9577:9580	292069d7-ba8e-43da-b3c2-81488b552239::span:9675:9679	-1
292069d7-ba8e-43da-b3c2-81488b552239::span:11369:11375	292069d7-ba8e-43da-b3c2-81488b552239::span:11519:11524	-1
292069d7-ba8e-43da-b3c2-81488b552239::span:11519:11524	292069d7-ba8e-43da-b3c2-81488b552239::span:11609:11612	-1
2b4e8570-08a6-445e-9ca4-d84d4eed102c::span:766:768	2b4e8570-08a6-445e-9ca4-d84d4eed102c::span:931:934	-1
2b4e8570-08a6-445e-9ca4-d84d4eed102c::span:766:768	2b4e8570-08a6-445e-9ca4-d84d4eed102c::span:902:908	-1
2b4e8570-08a6-445e-9ca4-d84d4eed102c::span:766:768	2b4e8570-08a6-445e-9ca4-d84d4eed102c::span:921:925	-1
2be11f22-316c-495c-93a3-81df64474d17::span:2038:2046	2be11f22-316c-495c-93a3-81df64474d17::span:2180:2184	-1
2be11f22-316c-495c-93a3-81df64474d17::span:2378:2386	2be11f22-316c-495c-93a3-81df64474d17::span:2532:2536	-1
2be11f22-316c-495c-93a3-81df64474d17::span:2378:2386	2be11f22-316c-495c-93a3-81df64474d17::span:2546:2552	-1
2be11f22-316c-495c-93a3-81df64474d17::span:3070:3074	2be11f22-316c-495c-93a3-81df64474d17::span:3190:3194	-1
2be7a4f1-1951-4f56-8b07-256c36570a98::span:212:228	2be7a4f1-1951-4f56-8b07-256c36570a98::span:408:412	-1
2be7a4f1-1951-4f56-8b07-256c36570a98::span:822:824	2be7a4f1-1951-4f56-8b07-256c36570a98::span:1028:1032	-1
2be7a4f1-1951-4f56-8b07-256c36570a98::span:1028:1032	2be7a4f1-1951-4f56-8b07-256c36570a98::span:1162:1173	-1
2be7a4f1-1951-4f56-8b07-256c36570a98::span:1220:1224	2be7a4f1-1951-4f56-8b07-256c36570a98::span:1382:1393	-1
2be7a4f1-1951-4f56-8b07-256c36570a98::span:1162:1173	2be7a4f1-1951-4f56-8b07-256c36570a98::span:1382:1393	-1
2be7a4f1-1951-4f56-8b07-256c36570a98::span:1852:1863	2be7a4f1-1951-4f56-8b07-256c36570a98::span:2015:2025	-1
2be7a4f1-1951-4f56-8b07-256c36570a98::span:1999:2009	2be7a4f1-1951-4f56-8b07-256c36570a98::span:2140:2148	-1
2d08c27c-7ee8-488a-8411-aa976598ad28::span:1176:1189	2d08c27c-7ee8-488a-8411-aa976598ad28::span:1288:1292	-1
2d8e35e7-22b7-48d5-9c07-46dd09f04e44::span:829:833	2d8e35e7-22b7-48d5-9c07-46dd09f04e44::span:1014:1027	-1
2d8e35e7-22b7-48d5-9c07-46dd09f04e44::span:809:811	2d8e35e7-22b7-48d5-9c07-46dd09f04e44::span:1014:1027	-1
2d8e35e7-22b7-48d5-9c07-46dd09f04e44::span:1393:1395	2d8e35e7-22b7-48d5-9c07-46dd09f04e44::span:1559:1563	-1
2d8e35e7-22b7-48d5-9c07-46dd09f04e44::span:1805:1807	2d8e35e7-22b7-48d5-9c07-46dd09f04e44::span:2149:2153	-1
2d8e35e7-22b7-48d5-9c07-46dd09f04e44::span:2149:2153	2d8e35e7-22b7-48d5-9c07-46dd09f04e44::span:2320:2336	-1
2d9e4e16-24ff-49bd-a407-5b245fc6a0e6::span:2288:2304	2d9e4e16-24ff-49bd-a407-5b245fc6a0e6::span:2424:2428	-1
2d9e4e16-24ff-49bd-a407-5b245fc6a0e6::span:3458:3462	2d9e4e16-24ff-49bd-a407-5b245fc6a0e6::span:3489:3493	-1
2d9e4e16-24ff-49bd-a407-5b245fc6a0e6::span:3489:3493	2d9e4e16-24ff-49bd-a407-5b245fc6a0e6::span:3724:3726	-1
2e392e79-c418-4450-8c10-d75317c63316::span:3316:3322	2e392e79-c418-4450-8c10-d75317c63316::span:3381:3386	-1
2e392e79-c418-4450-8c10-d75317c63316::span:3381:3386	2e392e79-c418-4450-8c10-d75317c63316::span:3464:3473	-1
2e392e79-c418-4450-8c10-d75317c63316::span:3381:3386	2e392e79-c418-4450-8c10-d75317c63316::span:3443:3457	-1
2f0b5b28-3558-4b2f-b4ce-5523bb8b2e32::span:814:820	2f0b5b28-3558-4b2f-b4ce-5523bb8b2e32::span:1033:1038	-1
2f337552-ae86-4f0b-ac10-5608277a544c::span:1777:1781	2f337552-ae86-4f0b-ac10-5608277a544c::span:1934:1936	-1
302c9acb-a874-421b-b926-7426d32e0ef2::span:695:698	302c9acb-a874-421b-b926-7426d32e0ef2::span:874:878	-1
302c9acb-a874-421b-b926-7426d32e0ef2::span:1642:1645	302c9acb-a874-421b-b926-7426d32e0ef2::span:1949:1952	-1
302c9acb-a874-421b-b926-7426d32e0ef2::span:1669:1672	302c9acb-a874-421b-b926-7426d32e0ef2::span:1938:1943	-1
302c9acb-a874-421b-b926-7426d32e0ef2::span:1669:1672	302c9acb-a874-421b-b926-7426d32e0ef2::span:1949:1952	-1
302c9acb-a874-421b-b926-7426d32e0ef2::span:3014:3017	302c9acb-a874-421b-b926-7426d32e0ef2::span:3134:3144	-1
302c9acb-a874-421b-b926-7426d32e0ef2::span:3134:3144	302c9acb-a874-421b-b926-7426d32e0ef2::span:3305:3317	-1
302c9acb-a874-421b-b926-7426d32e0ef2::span:3134:3144	302c9acb-a874-421b-b926-7426d32e0ef2::span:3453:3464	-1
302c9acb-a874-421b-b926-7426d32e0ef2::span:3305:3317	302c9acb-a874-421b-b926-7426d32e0ef2::span:3701:3716	-1
302c9acb-a874-421b-b926-7426d32e0ef2::span:3305:3317	302c9acb-a874-421b-b926-7426d32e0ef2::span:3625:3637	-1
321238f8-ac4a-4fea-bb56-5664de2b8179::span:18:23	321238f8-ac4a-4fea-bb56-5664de2b8179::span:519:529	-1
321238f8-ac4a-4fea-bb56-5664de2b8179::span:3549:3554	321238f8-ac4a-4fea-bb56-5664de2b8179::span:3835:3842	-1
322640b1-db19-40e9-95ad-162f601ed908::span:1327:1337	322640b1-db19-40e9-95ad-162f601ed908::span:1486:1496	-1
322640b1-db19-40e9-95ad-162f601ed908::span:1486:1496	322640b1-db19-40e9-95ad-162f601ed908::span:1618:1633	-1
33ef4693-26f4-4b75-bc20-0c3f99829827::span:1245:1250	33ef4693-26f4-4b75-bc20-0c3f99829827::span:1424:1428	-1
33fa0939-9086-4a9e-a840-18c4f3c51287::span:24:35	33fa0939-9086-4a9e-a840-18c4f3c51287::span:128:139	-1
33fa0939-9086-4a9e-a840-18c4f3c51287::span:760:770	33fa0939-9086-4a9e-a840-18c4f3c51287::span:954:961	-1
33fa0939-9086-4a9e-a840-18c4f3c51287::span:760:770	33fa0939-9086-4a9e-a840-18c4f3c51287::span:976:987	-1
355137fd-21b3-426e-a87e-1c81b0f5326b::span:1242:1245	355137fd-21b3-426e-a87e-1c81b0f5326b::span:1399:1401	-1
355137fd-21b3-426e-a87e-1c81b0f5326b::span:1251:1253	355137fd-21b3-426e-a87e-1c81b0f5326b::span:1359:1362	-1
367714d8-3554-4e76-a821-5b6cb4173032::span:221:233	367714d8-3554-4e76-a821-5b6cb4173032::span:450:460	-1
37dbc698-0b6e-4fce-a417-16c55020e916::span:927:930	37dbc698-0b6e-4fce-a417-16c55020e916::span:1154:1158	-1
37dbc698-0b6e-4fce-a417-16c55020e916::span:2062:2066	37dbc698-0b6e-4fce-a417-16c55020e916::span:2254:2262	-1
37dbc698-0b6e-4fce-a417-16c55020e916::span:2371:2383	37dbc698-0b6e-4fce-a417-16c55020e916::span:2540:2544	-1
37dbc698-0b6e-4fce-a417-16c55020e916::span:3576:3580	37dbc698-0b6e-4fce-a417-16c55020e916::span:3630:3634	-1
37dbc698-0b6e-4fce-a417-16c55020e916::span:5371:5381	37dbc698-0b6e-4fce-a417-16c55020e916::span:5457:5470	-1
37dbc698-0b6e-4fce-a417-16c55020e916::span:5457:5470	37dbc698-0b6e-4fce-a417-16c55020e916::span:5530:5545	-1
37dbc698-0b6e-4fce-a417-16c55020e916::span:5457:5470	37dbc698-0b6e-4fce-a417-16c55020e916::span:5608:5621	-1
37dbc698-0b6e-4fce-a417-16c55020e916::span:5530:5545	37dbc698-0b6e-4fce-a417-16c55020e916::span:5655:5658	-1
37dbc698-0b6e-4fce-a417-16c55020e916::span:8213:8223	37dbc698-0b6e-4fce-a417-16c55020e916::span:8404:8416	-1
37dbc698-0b6e-4fce-a417-16c55020e916::span:8404:8416	37dbc698-0b6e-4fce-a417-16c55020e916::span:8422:8435	-1
37dbc698-0b6e-4fce-a417-16c55020e916::span:29741:29747	37dbc698-0b6e-4fce-a417-16c55020e916::span:30004:30018	-1
37dbc698-0b6e-4fce-a417-16c55020e916::span:29710:29718	37dbc698-0b6e-4fce-a417-16c55020e916::span:29918:29933	-1
393e8800-4272-4309-80d4-ca1d05bb4c53::span:592:597	393e8800-4272-4309-80d4-ca1d05bb4c53::span:736:744	-1
393e8800-4272-4309-80d4-ca1d05bb4c53::span:924:933	393e8800-4272-4309-80d4-ca1d05bb4c53::span:1063:1073	-1
3957190b-dba0-4f38-9d2f-462e1413b5a7::span:2933:2945	3957190b-dba0-4f38-9d2f-462e1413b5a7::span:3060:3063	-1
3957190b-dba0-4f38-9d2f-462e1413b5a7::span:2933:2945	3957190b-dba0-4f38-9d2f-462e1413b5a7::span:3031:3034	-1
3957190b-dba0-4f38-9d2f-462e1413b5a7::span:2933:2945	3957190b-dba0-4f38-9d2f-462e1413b5a7::span:2994:3010	-1
3957190b-dba0-4f38-9d2f-462e1413b5a7::span:3031:3034	3957190b-dba0-4f38-9d2f-462e1413b5a7::span:3338:3341	-1
3957190b-dba0-4f38-9d2f-462e1413b5a7::span:3060:3063	3957190b-dba0-4f38-9d2f-462e1413b5a7::span:3238:3243	-1
